name,developer,date,platform,total_sales,NA_sales,PAL_sales,japan_sales,other_sales
Aquatic Tales,Gameinvest,30th Dec 18,DS,,,,,
Aquatic Tales,Gameinvest,01st Jan 19,PC,,,,,
Aquatopia,SCEE London Studio,20th Nov 07,PSN,,,,,
Aquatopia™,Unknown,20th Nov 07,PSN,,,,,
Aquattack!,Mere Mortals,07th Dec 10,PSN,,,,,
AquaZone,Open Book 9003,10th Jan 97,PC,,,,,
AquaZone,Open Book 9003,12th Jul 96,SAT,,,,,
AquaZone Option Disk Series 1: Angel Fish,Open Book 9003,06th Dec 96,SAT,,,,,
AquaZone Option Disk Series 2: Black Molly,Open Book 9003,06th Dec 96,SAT,,,,,
AquaZone Option Disk Series 3: Blue Emperor,Open Book 9003,06th Dec 96,SAT,,,,,
AquaZone Option Disk Series 4: Clown Loach,Open Book 9003,06th Dec 96,SAT,,,,,
AquaZone Option Disk Series 5: False Rummy-Nose,Open Book 9003,06th Dec 96,SAT,,,,,
AquaZone: Life Simulator,Frontier Groove,14th Sep 06,X360,,,,,
AR Combat DigiQ: Tomodachi Senshatai,Konami,17th Dec 11,PSV,,,,,
AR Games,Nintendo,27th Mar 11,3DS,,,,,
AR-K,Gato Salvaje S.L.,21st Jul 14,PC,,,,,
AR-K,Gato Salvaje S.L.,21st Jul 14,OSX,,,,,
AR: Forgotten Summer,Circus,24th Feb 06,PC,,,,,
Arabians Lost: The Engagement on Desert,QuinRose,11th Aug 06,PC,,,,,
Araiguma Rascal: Racoon Rascal,Masaya,25th Mar 94,SNES,,,,,
Aralon: Sword and Shadow,Unknown,28th Jun 12,And,,,,,
Arashi no Yoruni,TDK Core,22nd Dec 05,DS,,,,,
Arasuji de Kitaeru Sokumimi no Susume DS,IE Institute,26th Apr 07,DS,,,,,
Arasuji de Oboeru Sokudoku no Susume DS,IE Institute,26th Apr 07,DS,,,,,
Arbor Vitae,Erpberger,20th Aug 09,XBL,,,,,
Arc Arena: Monster Tournament,ARC Entertainment,23rd Nov 10,PSN,,,,,
ARC Ninja Edition,R3dDr4g0n,28th Nov 09,XBL,,,,,
ARC STYLE: Baseball 3D,Unknown,15th May 14,3DS,,,,,
ARC STYLE: Happy Ocean,Unknown,06th Mar 13,3DS,,,,,
ARC STYLE: Jazzy Billiards 3D Professional,Arc System Works,10th Aug 11,3DS,,,,,
ARC Style: Jurassic World,Interplay,24th Nov 10,DSiW,,,,,
ARC Style: San Goku Shi Tower Defense: Doushou Teppeki,Arc System Works,28th Jul 10,DSiW,,,,,
ARC STYLE: Simple Mahjong 3D,Arc System Works,30th Nov 11,3DS,,,,,
ARC Style: Soccer!! 3D,Arc System Works,07th Jun 11,3DS,,,,,
ARC STYLE: Solitaire,Unknown,30th Jan 14,3DS,,,,,
ARC Style: Totsugeki! Castle Attacker,Arc System Works,17th Nov 10,DSiW,,,,,
Arc the Lad,G-Craft,12th Oct 10,PSN,,,,,
Arc the Lad Collection,ARC Entertainment,18th Apr 02,PS,,,,,
Arc the Lad II,ARC Entertainment,23rd Nov 10,PSN,,,,,
Arc the Lad II & Arc Arena: Monster Tournament,ARC Entertainment,23rd Nov 10,PSN,,,,,
Arc the Lad III,ARC Entertainment,04th Jan 11,PSN,,,,,
Arc the Lad: Kijin Fukkatsu,Bandai,04th Jul 02,WS,,,,,
Arc the Lad: Monster Game with Casino Game,ARC Entertainment,31st Jul 97,PS,,,,,
Arcade Air Hockey & Bowling,Icon Games,24th Aug 10,PSN,,,,,
Arcade Bowling,Skyworks Interactive,16th Nov 09,DSiW,,,,,
Arcade Classic 1: Asteroids / Missile Command,The Code Monkeys,01st Jul 95,GB,,,,,
Arcade Classic 2: Centipede / Millipede,The Code Monkeys,01st Aug 95,GB,,,,,
Arcade Classic 3: Galaga / Galaxian,Namco,01st Sep 95,GB,,,,,
Arcade Classic 4: Defender / Joust,Williams Electronics,01st Oct 95,GB,,,,,
Arcade Classics,Al Baker and Associates,01st Jan 96,GEN,,,,,
Arcade Classics,Al Baker and Associates,01st Jan 96,GG,,,,,
Arcade Classics 3D,Unknown,31st Oct 13,3DS,,,,,
Arcade Classics: Super Breakout / Battlezone,Atari,01st Oct 96,GB,,,,,
Arcade Darts,Icon Games,,WW,,,,,
Arcade Darts,Icon Games,29th Jun 10,PSN,,,,,
Arcade Essentials,Nordcurrent,07th Dec 10,PSN,,,,,
Arcade Essentials,Nordcurrent,21st Mar 11,WW,,,,,
Arcade Favorites CD-ROM 5 Pak,GT Interactive,01st Jan 95,PC,,,,,
Arcade Hits: Crazy Climber,Nichibutsu,23rd May 02,PS,,,,,
Arcade Hits: Magical Drop,Data East,01st Nov 11,PSN,,,,,
Arcade Hits: Outlaws of the Lost Dynasty,Data East,05th Oct 10,PSN,,,,,
Arcade Hits: Shienryu,Warashi,19th Oct 10,PSN,,,,,
Arcade Hits: Sonic Wings Special,Video System,16th Nov 10,PSN,,,,,
Arcade Hoops Basketball,Skyworks Interactive,28th Dec 09,DSiW,,,,,
Arcade Pool & Snooker,Icon Games Entertainment Ltd,13th Jul 11,PSN,,,,,
Arcade Shooter: Ilvelo,MileStone Inc.,,Wii,,,,,
Arcade Smash Hits,Virgin Games,01st Jan 92,MS,,,,,
Arcade Snake,LemonBallGames,21st Dec 09,XBL,,,,,
Arcade Sports,Icon Games,14th Jun 10,WW,,,,,
Arcadecraft,Unknown,22nd May 14,PC,,,,,
Arcadia,Joshyy,02nd Dec 10,PC,,,,,
Arcana,HAL Laboratory,01st May 92,SNES,,,,,
Arcana Heart 3,Examu Inc.,19th Apr 11,PSN,,,,,
Arcana Strikes,Takara,11th Dec 97,SAT,,,,,
Arcana: Hikari to Yami no Extasis,Ciel,23rd Nov 00,PC,,,,,
Arcane Chronicles,Unknown,01st Apr 14,PC,,,,,
Arcane Legends,Spacetime Studios,13th Nov 12,PC,,,,,
Arcane Legends,Unknown,13th Nov 12,And,,,,,
Arcania: Fall of Setarrif,Unknown,25th Oct 11,PC,,,,,
Arcania: Fall of Setarrif,Unknown,23rd Aug 13,X360,,,,,
Arcania: Fall of Setarrif,Unknown,31st May 13,PS3,,,,,
Arch Rivals,Arc Developments,01st Jan 92,GEN,,,,,
Arch Rivals,Arc Developments,01st Jan 92,GG,,,,,
Arch Rivals: A Basket Brawl!,Rare Ltd.,01st Nov 90,NES,,,,,
Archangel,Metropolis Software,19th Nov 02,PC,,,,,
Archeage,Unknown,31st Dec 20,PC,,,,,
ArcheBlade,Unknown,25th Apr 14,PC,,,,,
Archer Maclean Presents: Pool Paradise,Awesome Developments,01st Apr 04,PC,,,,,
Archer Maclean's 3D Pool,Awesome Productions,17th Oct 03,PS,,,,,
Archer Maclean's Dropzone,Eurocom Entertainment Software,01st Dec 95,SNES,,,,,
Archer Maclean's Mercury,Awesome Studios,03rd Dec 08,PSN,,,,,
Archibald's Adventures,Pavel Tovarys,14th Jul 10,PSN,,,,,
Archimedean Dynasty,Massive Development,04th Apr 97,PC,,,,,
ArchLord,nhm Games,03rd Oct 06,PC,,,,,
Archlord 2,Webzen,01st Jan 15,PC,,,,,
Archon,Bulletproof Software,01st Dec 89,NES,,,,,
Archon Classic,React Games,10th Apr 10,PC,,,,,
Archon: Classic,React Games,,WW,,,,,
Arcobaleno! Portable,Idea Factory,28th Jan 10,PSP,,,,,
Arctic Adventures: Polar's Puzzles,Eiconic Games,03rd Aug 10,PSN,,,,,
Arctic Escape,Teyon Entertainment,21st Feb 11,DSiW,,,,,
Arctic Tale,Atomic Planet Entertainment,10th Oct 07,GBA,,,,,
Arcus 1-2-3,Wolf Team,23rd Jul 93,SCD,,,,,
Arcus Odyssey,Wolf Team,01st Jan 91,GEN,,,,,
Arcus Odyssey,Wolf Team,,SNES,,,,,
Ardy LightFoot,ASCII Entertainment,01st Feb 96,SNES,,,,,
Are You a Dodo?,Chillingo,18th Jun 14,And,,,,,
Are You Smarter Than A 5th Grader?,AWE Games,27th Aug 07,PC,,,,,
Are You Smarter Than a 5th Grader? Make The Grade,THQ,20th Oct 08,PS2,,,,,
Are You Smarter than a 5th Grader? Make The Grade,Blitz Game Studios,29th Oct 08,XBL,,,,,
Are You Smarter than a 5th Grader? Make the Grade,THQ,15th Oct 08,PC,,,,,
Are! Mo Kore? Mo Momotarou,System Sacom,04th Oct 96,PS,,,,,
Are? DS ga Sakasa de Sukedo. Gyaku Shooting,Tecmo,03rd Feb 10,DSiW,,,,,
Are? DS ga Sakasa de Sukedo. Sakasa Drops,Tecmo,03rd Feb 10,DSiW,,,,,
Area 51,"Mesa Logic, Inc.",27th Sep 96,SAT,,,,,
Area 51,Midway Studios Austin,08th Jun 05,PC,,,,,
Area 51 (1996),"Mesa Logic, Inc.",30th Sep 96,PC,,,,,
Arena Wars Reloaded,exDream Entertainment,26th Jun 07,PC,,,,,
Arena: Maze of Death,Eden Entertainment Software,01st Jan 96,GG,,,,,
Ares Rising,Imagine Studios,31st Aug 98,PC,,,,,
Aretha,Yanoman,16th Nov 90,GB,,,,,
Aretha,Yanoman,26th Nov 93,SNES,,,,,
Aretha II,Yanoman,27th Sep 91,GB,,,,,
Aretha II: Ariel no Fushigi na Tabi,Japan Art Media (JAM),02nd Dec 94,SNES,,,,,
Aretha III,Yanoman,16th Oct 92,GB,,,,,
Argo,Unknown,10th Apr 14,PC,,,,,
Argos no Juujiken,Tecmo,25th Mar 88,MS,,,,,
Aria,SRH,12th Apr 09,XBL,,,,,
Ariel: The Little Mermaid,Blue Sky Software,01st Jan 92,GG,,,,,
Aritana and the Harpy's Feather,Duaik Entretenimento,15th Aug 14,OSX,,,,,
Aritana and the Harpy's Feather,Duaik Entretenimento,15th Aug 14,PC,,,,,
Ark no 10-Punkan Eigo Master: Chuukyuu,Interchannel-Holon Inc.,08th Mar 07,DS,,,,,
Ark no 10-Punkan Eigo Master: Joukyuu,Interchannel-Holon Inc.,08th Mar 07,DS,,,,,
Ark no 10-Punkan Eigo Master: Shokyuu,Interchannel-Holon Inc.,08th Mar 07,DS,,,,,
Ark of Time,ICE,01st Jul 98,PS,,,,,
Ark of Time,Trecision,28th Feb 97,PC,,,,,
Arkadian Warriors,Wanako Studios,12th Dec 07,XBL,,,,,
Arkana Senki Ludo,Falcon,09th Jul 98,PS,,,,,
Arkanoid,Taito Corporation,01st Aug 87,NES,,,,,
Arkanoid,Taito Corporation,01st Jan 88,PC,,,,,
Arkanoid II: Revenge of Doh,Taito Corporation,08th Mar 88,NES,,,,,
Arkanoid II: Revenge of Doh,NovaLogic,01st Jan 89,PC,,,,,
Arkanoid Live!,Taito Corporation,06th May 09,XBL,,,,,
Arkanoid Plus!,Taito Corporation,28th Sep 09,WW,,,,,
Arkanoid R 2000,Taito Corporation,01st Jul 99,PS,,,,,
Arkanoid Returns,Taito Corporation,07th Aug 97,PS,,,,,
Arkanoid Returns,Taito Corporation,23rd Jul 08,PSN,,,,,
Arkanoid: Doh It Again,Taito Corporation,01st Nov 97,SNES,,,,,
Arkedo Series - 01 JUMP!,Arkedo,02nd Oct 09,XBL,,,,,
Arkedo Series - 02 SWAP!,Arkedo,23rd Oct 09,XBL,,,,,
Arkedo Series - 03 PIXEL!,Arkedo,21st Dec 09,XBL,,,,,
Arkista´s Ring,Sammy,01st Jan 89,NES,,,,,
ArkX,ralph78fr,18th Feb 09,XBL,,,,,
Arle no Bouken: Mahou no Jewel,Compile,31st Mar 00,GB,,,,,
ArmA II,Bohemia Interactive,,X360,,,,,
ArmA X: 10th Anniversary Edition,Meridian 4,29th Nov 11,PC,,,,,
ArmA X: Anniversary Edition,Bohemia Interactive,16th Sep 11,PC,,,,,
ArmA: Combat Operations,Bohemia Interactive,04th May 07,PC,,,,,
Armada,Metro3D,31st Oct 99,DC,,,,,
Armada,Zoo Games,18th Oct 10,DSiW,,,,,
Armada F/X Racers,Metro3D,25th Aug 00,GB,,,,,
Armadillo Run,Peter Stock,,PC,,,,,
Armageddon Riders,Targem Games,07th Jun 11,PSN,,,,,
Armed and Dangerous,Planet Moon Studios,02nd Dec 03,PC,,,,,
Armed Fighter,Banpresto,04th Mar 99,PS,,,,,
Armed Seven,Unknown,04th Oct 13,PC,,,,,
Armello,League of Geeks,01st Sep 15,And,,,,,
Armello,League of Geeks,01st Sep 15,WinP,,,,,
Armello,League of Geeks,01st Sep 15,Linux,,,,,
Armello,League of Geeks,01st Sep 15,OSX,,,,,
Armello,League of Geeks,01st Sep 15,PC,,,,,
Armen Noir,Otomate,09th Dec 10,PS2,,,,,
Armies of Exigo,Black Hole Entertainment,30th Nov 04,PC,,,,,
Armikrog,Pencil Test Studios,23rd Aug 16,PS4,,,,,
Armikrog,Pencil Test Studios,23rd Aug 16,WiiU,,,,,
Armikrog,Pencil Test Studios,01st Oct 15,Linux,,,,,
Armikrog,Pencil Test Studios,01st Oct 15,OSX,,,,,
Armikrog,Pencil Test Studios,01st Oct 15,PC,,,,,
Armillo,Unknown,03rd Jul 14,WiiU,,,,,
Armin van Buuren: In the Mix,Transgaming Technologies,20th Aug 10,Wii,,,,,
Armor Valley,Janelle,09th Nov 09,XBL,,,,,
Armored Assault,iEntertainment Network,10th Dec 02,PC,,,,,
ARMORED CORE 3 Portable,From Software,21st Oct 09,PSN,,,,,
Armored Core SL: Silent Line Portable,From Software,04th Feb 10,PSN,,,,,
Armored Core: Formula Front,From Software,,PS2,,,,,
Armored Core: Last Raven Portable,From Software,04th May 10,PSN,,,,,
Armored Fist,NovaLogic,01st Jan 95,PC,,,,,
Armored Fist 3,NovaLogic,30th Sep 99,PC,,,,,
Armored Hunter Gunhound EX,Unknown,01st May 14,PC,,,,,
Armored Hunter Gunhound EX,Unknown,31st Jan 13,PSP,,,,,
Armored Trooper Votoms: Lightning Slash,Takara,18th Mar 99,PS,,,,,
Armored Unit,Sammy Studios,18th Nov 99,WS,,,,,
Armored Warfare,Unknown,01st Jan 15,PC,,,,,
Armorines: Project S.W.A.R.M.,Neon Studios,01st Dec 99,GB,,,,,
Arms Dealer,Case in Point Studios,26th Mar 15,PC,,,,,
Arms' Heart,Hamster Corporation,25th Nov 10,PSP,,,,,
Arms' Heart,Hamster Corporation,25th Nov 10,PSN,,,,,
Army Corps of Hell,"Entersphere, Inc.",22nd Feb 12,PSV,,,,,
Army Defender,Kaolink,07th Dec 09,DSiW,,,,,
Army Men,Digital Eclipse,29th Feb 00,GB,,,,,
Army Men 2,Digital Eclipse,01st Feb 00,GB,,,,,
Army Men Gold: Collector's Edition,3DO,01st Jan 02,PS,,,,,
Army Men II,3DO,28th Feb 99,PC,,,,,
Army Men: Air Attack,Aqua Pacific,22nd Jun 01,PC,,,,,
Army Men: Air Combat,Fluid Studios,01st Nov 00,GB,,,,,
Army Men: Air Tactics,3DO,08th Mar 00,PC,,,,,
Army Men: Major Malfunction,Team17 Software,,PS2,,,,,
Army Men: RTS,Pandemic Studios,24th Mar 02,PC,,,,,
Army Men: Sarge's Heroes,Midway,30th Oct 00,DC,,,,,
Army Men: Sarge's Heroes,Aqua Pacific,15th Dec 00,PC,,,,,
Army Men: Sarge's Heroes 2,Game Brains,01st Nov 00,GB,,,,,
Army Men: Sarge's War,Tactical Development,02nd Aug 04,PS2,,,,,
Army Men: Sarge's War,Tactical Development,27th Jul 04,PC,,,,,
Army Men: Soldiers of Misfortune,"Big Blue Bubble, Inc.",07th Nov 08,PS2,,,,,
Army Men: Toys in Space,3DO,13th Oct 99,PC,,,,,
Army Men: War Chest,3DO,23rd Sep 02,PC,,,,,
Army Men: World War,Unknown,29th Feb 00,PS,,,,,
Army Men: World War,3DO,30th May 00,PC,,,,,
Army of Two,EA Montreal,20th Oct 09,XBL,,,,,
Army of Two: SSC Challenge Map Pack,EA Montreal,24th Apr 08,XBL,,,,,
Army of Two: SSC Challenge Map Pack,EA Montreal,24th Apr 08,PSN,,,,,
Army of Two: The 40th Day,Buzz Monkey Software,14th Jan 10,PSN,,,,,
Army of Two: The 40th Day,EA Montreal,07th Dec 10,XBL,,,,,
Army of Two: The 40th Day - Chapters of Deceit,EA Montreal,01st Apr 10,XBL,,,,,
Army of Two: The 40th Day - Chapters of Deceit,EA Montreal,01st Apr 10,PSN,,,,,
Army of Two: Veteran Map Pack,EA Montreal,29th May 08,XBL,,,,,
Army of Two: Veteran Map Pack,EA Montreal,29th May 08,PSN,,,,,
Army Racer,Comgame 576 Ltd.,15th Oct 05,PC,,,,,
Arnold Palmer Tournament Golf,Sega,01st Jan 89,GEN,,,,,
Aron's Journey in Dreamland,Meruvia Game Studio,11th Sep 11,XBL,,,,,
Around the World,Wizarbox Studios,27th Dec 10,WW,,,,,
Array,Unknown,19th May 14,And,,,,,
Arriba!,Jagglestein,22nd Nov 08,XBL,,,,,
Arrow Flash,"Renovation Products, Inc.",01st Jan 90,GEN,,,,,
Arrow of Laputa,ArtePiazza,24th Nov 10,DSiW,,,,,
Arrow of Laputa: A Shadowless Teacher and the Key of Chiron,Unknown,26th Mar 14,3DS,,,,,
Arrow Run,North Squard,27th Aug 09,XBL,,,,,
Arsenal of Democracy,BL-Logic,23rd Feb 10,PC,,,,,
Arslan Senki,Sega,19th Nov 93,SCD,,,,,
Art Academy: First Semester,Headstrong Games,14th Sep 09,DSiW,,,,,
Art Academy: Second Semester,Headstrong Games,28th Sep 09,DSiW,,,,,
Art Alive,Sega,01st Jan 91,GEN,,,,,
Art Camion Geijutsuden,TYO,16th Dec 99,PS,,,,,
Art Camion Sugorokuden,Affect,27th Apr 00,PS,,,,,
Art Camion Sugorokuden,Affect,22nd Dec 10,PSN,,,,,
Art of Balance,Shin'en Multimedia,15th Feb 10,WW,,,,,
Art of Fighting,SNK Corporation,01st Dec 93,SNES,,,,,
Art of Fighting,SNK Corporation,13th Jan 94,GEN,,,,,
Art of Fighting,SNK Corporation,11th Dec 92,NG,,,,,
Art of Fighting,SNK Corporation,08th Oct 07,VC,,,,,
Art of Fighting,SNK Corporation,21st Dec 10,PSN,,,,,
Art of Fighting (CD),SNK Corporation,01st Jan 94,NG,,,,,
Art of Fighting (PSP),SNK Corporation,18th Jan 11,PSN,,,,,
Art of Fighting 2,SNK Corporation,11th Mar 94,NG,,,,,
Art of Fighting 2,SNK Corporation,28th Jul 08,VC,,,,,
Art of Fighting 2 (CD),SNK Corporation,01st Jan 94,NG,,,,,
Art of Fighting: Ryuuko no Ken Gaiden,SNK Corporation,23rd Aug 11,VC,,,,,
Art of Fighting: Ryuuko no Ken Gaiden (CD),SNK Corporation,14th Sep 96,NG,,,,,
Art of Ink,Sabarasa Inc,11th Apr 11,DSiW,,,,,
Art of Murder: Cards of Destiny,Unknown,,DS,,,,,
Art of Murder: FBI Top Secret,City Interactive,22nd Jun 10,DS,,,,,
Art Style REMNEM,skip Ltd.,,DSiW,,,,,
Art Style: AQUIA,skip Ltd.,05th Apr 09,DSiW,,,,,
Art Style: BASE 10,skip Ltd.,06th Jul 09,DSiW,,,,,
Art Style: BOXLIFE,skip Ltd.,22nd Jun 09,DSiW,,,,,
Art Style: CUBELLO,skip Ltd.,13th Oct 08,WW,,,,,
Art Style: DIGIDRIVE,Q-Games,16th Nov 09,DSiW,,,,,
Art Style: light trax,skip Ltd.,24th May 10,WW,,,,,
Art Style: ORBIENT,skip Ltd.,29th Sep 08,WW,,,,,
Art Style: PiCTOBiTS,skip Ltd.,18th May 09,DSiW,,,,,
Art Style: precipice,skip Ltd.,03rd Aug 09,DSiW,,,,,
Art Style: ROTOHEX,skip Ltd.,27th Oct 08,WW,,,,,
Art Style: Rotozoa,skip Ltd.,21st Jun 10,WW,,,,,
Art Style: ZENGAGE,skip Ltd.,20th Jul 09,DSiW,,,,,
Artemis Spaceship Bridge Simulator,"Incandescent Core, LLC",12th Dec 12,And,,,,,
Arthur and the Invisibles,Mistic Software,09th Jan 07,GBA,,,,,
Arthur and the Invisibles,Etranges Libellules,12th Jan 07,PC,,,,,
Arthur and the Invisibles,Etranges Libellules,09th Jan 07,PS2,,,,,
Arthur and the Revenge of Maltazard,Avalanche Productions,24th Sep 10,PC,,,,,
Arthur and the Revenge of Maltazard,Avalanche Productions,24th Sep 10,Wii,,,,,
Arthur and the Revenge of Maltazard,Avalanche Productions,24th Sep 10,DS,,,,,
Arthur to Astaroth no Nazo Makaimura: Incredible Toons,Capcom,30th Aug 96,PS,,,,,
Arthur to Astaroth no Nazo Makaimura: Incredible Toons,Capcom,30th Aug 96,SAT,,,,,
Arthur's Absolutely Fun Day!,Ed Magnin and Associates,07th Sep 00,GB,,,,,
Arthur: The Quest for Excalibur,"Infocom, Inc.",01st Jan 89,PC,,,,,
Artillery Duel,Xonox,01st Jan 83,2600,,,,,
Artillery: Knights vs. Orcs,KRITZELKRATZ 3000,28th Jul 11,DSiW,,,,,
Artist ni Narou! Kigaru ni Sketch,Ertain,28th Apr 10,DSiW,,,,,
Artist ni Narou! Minna no Nurie Inu-Hen,Ertain,16th Dec 09,DSiW,,,,,
Artist ni Narou! Minna no Nurie Joukyuu-Hen,Ertain,13th Jan 10,DSiW,,,,,
Artist ni Narou! Minna no Nurie Musha-Hen,Ertain,03rd Feb 10,DSiW,,,,,
Artist ni Narou! Minna no Nurie Neko-Hen,Ertain,06th Jan 10,DSiW,,,,,
Artist ni Narou! Minna no Nurie Shokyuu-Hen,Ertain,09th Dec 09,DSiW,,,,,
Artoon,Oscar K,17th Nov 08,XBL,,,,,
Arubarea no Otome,Gimmick House,27th Jun 97,PCFX,,,,,
Arubarea no Otome: Uruwashi no Seishikitachi,NCS,08th Oct 98,PS,,,,,
Arubarea no Otome: Uruwashi no Seishikitachi,NCS,13th May 09,PSN,,,,,
Arumana no Kiseki (FDS),Konami,11th Aug 87,NES,,,,,
Arvoch Confilct,StarWraith 3D Games,01st Jan 06,PC,,,,,
Asa no Konai Yoru ni Dakarete: Eternal Night,DreamSoft,28th Jun 02,PC,,,,,
Ascend: Hand of Kul,Signal Studios,25th Sep 13,X360,,,,,
Ascend: Hand of Kul,Unknown,20th May 14,PC,,,,,
Ascendancy,"Logic Factory, Inc., The",01st Jan 95,PC,,,,,
Ascendant,Unknown,13th May 14,Linux,,,,,
Ascendant,Unknown,13th May 14,OSX,,,,,
Ascendant,Unknown,13th May 14,PC,,,,,
Ascension to the Throne,Unknown,26th Jan 07,PC,,,,,
Ascent: The Space Game,Unknown,09th Apr 14,PC,,,,,
Asda 2,MaxOn Soft,01st Jan 70,PC,,,,,
Asda Story,MaxOn Soft,05th Aug 08,PC,,,,,
Ashen,Torus Games,17th Jun 04,NGage,,,,,
Asheron's Call,Turbine Inc.,31st Oct 99,PC,,,,,
Asheron's Call 2: Fallen Kings,Turbine Inc.,20th Nov 02,PC,,,,,
Asheron's Call 2: Legions,Turbine Inc.,04th May 05,PC,,,,,
Asheron's Call Dark Majesty,Turbine Inc.,04th Nov 01,PC,,,,,
Asheron's Call: Throne of Destiny,Turbine Inc.,18th Jul 05,PC,,,,,
"Ashita Hakitto, Haremasuyou ni: She Said so, and Prayed to Cloudy Skies",Hug,24th Jul 09,PC,,,,,
Ashita no Joe,K Amusement Leasing,27th Nov 92,SNES,,,,,
Ashita no Joe Touchi: Typing Namida Hashi,SunSoft,29th Mar 01,PS2,,,,,
Ashita no Joe: Masseki ni Moe Agare!,Konami,04th Dec 03,GBA,,,,,
Ashita no Joe: Masshiro ni Moe Tsukiro!,Konami,04th Dec 03,PS2,,,,,
Asoberu Ehon: Mind Ten,Nintendo,16th Sep 09,DSiW,,,,,
Asoberu Eigo: Word Magic DS,Shingakusha,25th Dec 08,DS,,,,,
Asobi ni Iku yo! Chikyuu Pinchi no Konyaku Sengen,Idea Factory,27th Jul 06,PS2,,,,,
Ason de Chinou Up,Unknown,11th Dec 03,PS,,,,,
Asonde Aiueo,Gakushuu Kenkyuusha,29th May 03,PS,,,,,
Asonde Igo ga Sara ni Tsuyoku naru!! Ginsei Igo DS Chuukyuuhen,SilverStar Japan,18th Jun 09,DS,,,,,
Asonde Igo ga Tsuyoku naru!! Ginsei Igo DS,SilverStar Japan,01st Mar 07,DS,,,,,
Asonde Kazu Suuji,Gakushuu Kenkyuusha,29th May 03,PS,,,,,
Asonde Shogi ga Tsuyoku Naru! Ginsei Shogi DS,SilverStar Japan,01st Mar 07,DS,,,,,
Asphalt 4: Elite Racing,Gameloft,06th Jul 09,DSiW,,,,,
Asphalt 7: Heat,Unknown,25th Jun 12,And,,,,,
Asphalt 7: Heat,Unknown,27th Feb 13,WinP,,,,,
Asphalt 8: Airborne,Unknown,23rd Aug 13,And,,,,,
Asphalt Jungle 2,Hoelkosoft,26th Aug 11,XBL,,,,,
Asphalt: Urban GT,Gameloft,15th Nov 04,NGage,,,,,
Asphalt: Urban GT 2,Gameloft,06th Dec 05,NGage,,,,,
Asphalt: Urban GT 2,Virtuos,07th Jan 10,PSN,,,,,
Assassin's Creed,Ubisoft Montreal,06th Aug 09,XBL,,,,,
Assassin's Creed,Ubisoft Montreal,12th Apr 11,PSN,,,,,
Assassin's Creed Chronicles: China,Climax Studios,21st Apr 15,XOne,,,,,
Assassin's Creed Chronicles: India,Unknown,12th Jan 16,PS4,,,,,
Assassin's Creed Chronicles: India,Unknown,12th Jan 16,XOne,,,,,
Assassin's Creed Chronicles: India,Unknown,12th Jan 16,PC,,,,,
Assassin's Creed Chronicles: Russia,Unknown,09th Feb 16,XOne,,,,,
Assassin's Creed Chronicles: Russia,Unknown,09th Feb 16,PS4,,,,,
Assassin's Creed Chronicles: Russia,Unknown,09th Feb 16,PC,,,,,
Assassin's Creed Double Pack,Unknown,30th Mar 12,PS3,,,,,
Assassin's Creed Double Pack,Unknown,30th Mar 12,X360,,,,,
Assassin's Creed Freedom Cry,Unknown,25th Feb 14,PC,,,,,
Assassin's Creed Freedom Cry,Unknown,18th Feb 14,PS3,,,,,
Assassin's Creed Freedom Cry,Unknown,18th Feb 14,PS4,,,,,
Assassin's Creed II,Ubisoft Montreal,28th Sep 10,XBL,,,,,
Assassin's Creed II: Battle of Forlì,Ubisoft Montreal,28th Jan 10,XBL,,,,,
Assassin's Creed II: Battle of Forlì,Ubisoft Montreal,28th Jan 10,PSN,,,,,
Assassin's Creed II: Bonfire of the Vanities,Ubisoft Montreal,18th Feb 10,XBL,,,,,
Assassin's Creed II: Bonfire of the Vanities,Ubisoft Montreal,18th Feb 10,PSN,,,,,
Assassin's Creed II: Deluxe Edition,Ubisoft Montreal,01st Feb 11,PSN,,,,,
Assassin's Creed Liberation HD,Ubisoft Sofia,15th Jan 14,PC,,,,,
Assassin's Creed Liberation HD,Ubisoft Sofia,15th Jan 14,X360,,,,,
Assassin's Creed Liberation HD,Ubisoft Sofia,14th Jan 14,PS3,,,,,
Assassin's Creed: Bloodlines,Griptonite Games,19th Nov 09,PSN,,,,,
Assassin's Creed: Brotherhood,Ubisoft Montreal,12th Jul 11,PSN,,,,,
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Ubisoft Montreal,08th Mar 11,XBL,,,,,
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,Ubisoft Montreal,08th Mar 11,PSN,,,,,
Assassin's Creed: Lost Legacy,Ubisoft,,3DS,,,,,
Assassin's Creed: Pirates,Unknown,05th Dec 13,And,,,,,
Assassin's Creed: Revelations - Ancestors Character Pack,Ubisoft Montreal,13th Dec 11,PSN,,,,,
Assassin's Creed: Revelations - Ancestors Character Pack,Ubisoft Montreal,13th Dec 11,XBL,,,,,
Assault Android Cactus,Unknown,01st Jul 14,WiiU,,,,,
Assault Android Cactus,Unknown,28th Aug 13,PC,,,,,
Assault Android Cactus,Unknown,28th Aug 13,OSX,,,,,
Assault Android Cactus,Unknown,28th Aug 13,Linux,,,,,
Assault Armoroid Angelio,Outgrow,25th Oct 02,PC,,,,,
Assault City,Sanritsu,01st Jan 90,MS,,,,,
